Name,Formula,Property,Value,Unit
Lithium sulfide,Li2S,DeltaHf,-9.401,kJ/g or -447 kJ/mol
Lithium sulfide,Li2S,Entropy,63,J/mol K
Lithium sulfide,Li2S,ExternalSDS,[http://www.espi-metals.com/msds%27s/Lithium%20Sulfide.htm External MSDS],
Lithium sulfide,Li2S,NFPA-H,3,
Lithium sulfide,Li2S,NFPA-F,1,
Lithium sulfide,Li2S,NFPA-R,1,
Lithium sulfide,Li2S,LD50,240,"mg/kg (oral, rat)"
Lithium sulfide,Li2S,OtherAnions,[[Lithium oxide]],
Lithium sulfide,Li2S,OtherCations,[[Sodium sulfide]][[Potassium sulfide]],
Lithium sulfide,Li2S,OtherCompounds,[[Lithium hydrosulfide]],
Lithium sulfite,Li2SO3,ChemSpiderID,9840129,
Lithium sulfite,Li2SO3,SMILES,[Li+].[O-]S(O)=O,
Lithium sulfite,Li2SO3,InChI,"InChI=1S/Li.H2O3S/c;1-4(2)3/h;(H2,1,2,3)/q+1;/p-1",
Lithium sulfite,Li2SO3,MolarMass,93.943,
Lithium sulfate,Li2SO4,CASNo,10377-48-7,
Lithium sulfate,Li2SO4,CASNo_Ref,{{cascite|correct|CAS}},
Lithium sulfate,Li2SO4,CASNo2_Ref,{{cascite|changed|??}},
Lithium sulfate,Li2SO4,CASNo2,10102-25-7,
Lithium sulfate,Li2SO4,CASNo2_Comment,(monohydrate),
Lithium sulfate,Li2SO4,UNII_Ref,{{fdacite|correct|FDA}},
Lithium sulfate,Li2SO4,UNII,919XA137JK,
Lithium sulfate,Li2SO4,PubChem,66320,
Lithium sulfate,Li2SO4,RTECS,OJ6419000,
Lithium sulfate,Li2SO4,ChemSpiderID_Ref,{{chemspidercite|changed|chemspider}},
Lithium sulfate,Li2SO4,ChemSpiderID,59698,
Lithium sulfate,Li2SO4,SMILES,[Li+].[Li+].[O-]S(=O)(=O)[O-],
Lithium sulfate,Li2SO4,InChI,"1/2Li.H2O4S/c;;1-5(2,3)4/h;;(H2,1,2,3,4)/q2*+1;/p-2",
Lithium sulfate,Li2SO4,InChIKey,INHCSSUBVCNVSK-NUQVWONBAF,
Lithium sulfate,Li2SO4,StdInChI_Ref,{{stdinchicite|changed|chemspider}},
Lithium sulfate,Li2SO4,StdInChI,"1S/2Li.H2O4S/c;;1-5(2,3)4/h;;(H2,1,2,3,4)/q2*+1;/p-2",
Lithium sulfate,Li2SO4,StdInChIKey_Ref,{{stdinchicite|changed|chemspider}},
Lithium sulfate,Li2SO4,StdInChIKey,INHCSSUBVCNVSK-UHFFFAOYSA-L,
Lithium sulfate,Li2SO4,MolarMass,109.94,g/mol
Lithium sulfate,Li2SO4,Appearance,"White crystalline solid, [[hygroscopic]]",
Lithium sulfate,Li2SO4,Density,2.221,g/cm3 (anhydrous)  2.06 g/cm3 (monohydrate)
Lithium sulfate,Li2SO4,Solubility,34.9,g/100 mL (25 °C)  29.2 g/100 mL (100 °C)
Lithium sulfate,Li2SO4,SolubleOther,"insoluble in absolute [[ethanol]], [[acetone]] and [[pyridine]]",
Lithium sulfate,Li2SO4,MeltingPtC,859,
Lithium sulfate,Li2SO4,BoilingPtC,1377,
Lithium sulfate,Li2SO4,RefractIndex,1.465,(β-form)
Lithium sulfate,Li2SO4,DeltaHf,1436.37,kJ/mol
Lithium sulfate,Li2SO4,DeltaGf,-1324.7,kJ/mol
Lithium sulfate,Li2SO4,Entropy,113,J/mol K
Lithium sulfate,Li2SO4,HeatCapacity,1.07,J/g K
Lithium sulfate,Li2SO4,NFPA-H,1,| NFPA-F = 0 | NFPA-R = 0
Lithium sulfate,Li2SO4,LD50,613,"mg/kg (rat, oral)"
Lithium sulfate,Li2SO4,OtherCations,[[Sodium sulfate]][[Potassium sulfate]],
Lithium superoxide,LiO2,CASNo_Ref,{{cascite|correct|??}},
Lithium superoxide,LiO2,CASNo,12136-56-0,
Lithium superoxide,LiO2,MolarMass,38.94,g/mol
Lithium superoxide,LiO2,Density,"g/cm3, solid",
Lithium superoxide,LiO2,MeltingPt,25,°C (decomposes)
Magnesium carbonate,MgCO3,ChemSpiderID_Ref,{{chemspidercite|correct|chemspider}},
Magnesium carbonate,MgCO3,ChemSpiderID,10563,
Magnesium carbonate,MgCO3,ChEMBL_Ref,{{ebicite|changed|EBI}},
Magnesium carbonate,MgCO3,ChEMBL,1200736,
Magnesium carbonate,MgCO3,InChI,"1/CH2O3.Mg/c2-1(3)4;/h(H2,2,3,4);/q;+2/p-2",
Magnesium carbonate,MgCO3,InChIKey,ZLNQQNXFFQJAID-NUQVWONBAU,
Magnesium carbonate,MgCO3,ChEBI_Ref,{{ebicite|correct|EBI}},
Magnesium carbonate,MgCO3,ChEBI,31793,
Magnesium carbonate,MgCO3,SMILES,[Mg+2].[O-]C([O-])=O,
Magnesium carbonate,MgCO3,StdInChI_Ref,{{stdinchicite|correct|chemspider}},
Magnesium carbonate,MgCO3,StdInChI,"1S/CH2O3.Mg/c2-1(3)4;/h(H2,2,3,4);/q;+2/p-2",
Magnesium carbonate,MgCO3,StdInChIKey_Ref,{{stdinchicite|correct|chemspider}},
Magnesium carbonate,MgCO3,StdInChIKey,ZLNQQNXFFQJAID-UHFFFAOYSA-L,
Magnesium carbonate,MgCO3,CASNo,546-93-0,
Magnesium carbonate,MgCO3,CASNo_Comment,(anhydrous),
Magnesium carbonate,MgCO3,CASNo_Ref,{{cascite|correct|CAS}},
Magnesium carbonate,MgCO3,CASNo2_Ref,{{cascite|changed|??}},
Magnesium carbonate,MgCO3,CASNo2,13717-00-5,
Magnesium carbonate,MgCO3,CASNo2_Comment,(monohydrate),
Magnesium carbonate,MgCO3,CASNo3_Ref,{{cascite|changed|??}},
Magnesium carbonate,MgCO3,CASNo3,5145-48-2,
Magnesium carbonate,MgCO3,CASNo3_Comment,(dihydrate),
Magnesium carbonate,MgCO3,CASNo4_Ref,{{cascite|changed|??}},
Magnesium carbonate,MgCO3,CASNo4,14457-83-1,
Magnesium carbonate,MgCO3,CASNo4_Comment,(trihydrate),
Magnesium carbonate,MgCO3,CASNo5_Ref,{{cascite|changed|??}},
Magnesium carbonate,MgCO3,CASNo5,61042-72-6,
Magnesium carbonate,MgCO3,CASNo5_Comment,(pentahydrate),
Magnesium carbonate,MgCO3,PubChem,11029,
Magnesium carbonate,MgCO3,RTECS,OM2470000,
Magnesium carbonate,MgCO3,MolarMass,84.3139,g/mol (anhydrous)
Magnesium carbonate,MgCO3,Appearance,white solid  [[hygroscopic]],
Magnesium carbonate,MgCO3,Odor,odorless,
Magnesium carbonate,MgCO3,Density,2.958,g/cm3 (anhydrous)  2.825 g/cm3 (dihydrate)  1.837 g/cm3 (trihydrate)  1.73 g/cm3 (pentahydrate)
Magnesium carbonate,MgCO3,Solubility,0.0106,g/100ml (25 °C) 0.0063 g/100ml (100 °C)
Magnesium carbonate,MgCO3,SolubleOther,"soluble in acid, aqueous [[carbon dioxide|CO2]]  insoluble in [[acetone]], [[ammonia]]",
Magnesium carbonate,MgCO3,MeltingPtC,350,
Magnesium carbonate,MgCO3,MeltingPt_notes,decomposes (anydrous) {{convert|165|C|F K}} (trihydrate),
Magnesium carbonate,MgCO3,RefractIndex,1.717,(anhydrous) 1.458 (dihydrate) 1.412 (trihydrate)
Magnesium carbonate,MgCO3,CrystalStruct,[[Trigonal]],
Magnesium carbonate,MgCO3,DeltaHf,-1113,kJ/mol
Magnesium carbonate,MgCO3,Entropy,65.7,J/mol·K
Magnesium carbonate,MgCO3,DeltaGf,-1029.3,kJ/mol
Magnesium carbonate,MgCO3,HeatCapacity,75.6,J/mol·K
Magnesium carbonate,MgCO3,ATCCode_prefix,A02,
Magnesium carbonate,MgCO3,ATCCode_suffix,AA01,
Magnesium carbonate,MgCO3,ATC_Supplemental,{{ATC|A06|AD01}},
Magnesium carbonate,MgCO3,ExternalSDS,[http://www.inchem.org/documents/icsc/icsc/eics0969.htm ICSC 0969],
Magnesium carbonate,MgCO3,NFPA-H,1,
Magnesium carbonate,MgCO3,NFPA-F,0,
Magnesium carbonate,MgCO3,NFPA-R,0,
Magnesium carbonate,MgCO3,FlashPt,Non-flammable,
Magnesium carbonate,MgCO3,PEL,15,mg/m3 (total) TWA 5 mg/m3 (resp)
Magnesium carbonate,MgCO3,OtherAnions,[[Magnesium bicarbonate]],
Magnesium carbonate,MgCO3,OtherCations,[[Beryllium carbonate]][[Calcium carbonate]][[Strontium carbonate]][[Barium carbonate]],
Magnesium carbonate,MgCO3,OtherCompounds,[[Artinite]][[Hydromagnesite]][[Dypingite]],
Magnesium chloride,MgCl2,CASNo,7786-30-3,
Magnesium chloride,MgCl2,CASNo_Ref,{{cascite|correct|CAS}},
Magnesium chloride,MgCl2,CASNo2_Ref,{{cascite|changed|??}},
Magnesium chloride,MgCl2,CASNo2,7791-18-6,
Magnesium chloride,MgCl2,CASNo2_Comment,(hexahydrate),
Magnesium chloride,MgCl2,PubChem,24584,
Magnesium chloride,MgCl2,ChEMBL_Ref,{{ebicite|changed|EBI}},
Magnesium chloride,MgCl2,ChEMBL,1200547,
Magnesium chloride,MgCl2,ChemSpiderID_Ref,{{chemspidercite|correct|chemspider}},
Magnesium chloride,MgCl2,ChemSpiderID,22987,
Magnesium chloride,MgCl2,ChEBI_Ref,{{ebicite|correct|EBI}},
Magnesium chloride,MgCl2,ChEBI,6636,
Magnesium chloride,MgCl2,SMILES,[Mg+2].[Cl-].[Cl-],
Magnesium chloride,MgCl2,InChI,InChI=1S/2ClH.Mg/h2*1H;/q;;+2/p-2,
Magnesium chloride,MgCl2,StdInChI_Ref,{{stdinchicite|correct|chemspider}},
Magnesium chloride,MgCl2,StdInChI,1S/2ClH.Mg/h2*1H;/q;;+2/p-2,
Magnesium chloride,MgCl2,StdInChIKey_Ref,{{stdinchicite|correct|chemspider}},
Magnesium chloride,MgCl2,StdInChIKey,TWRXJAOTZQYOKJ-UHFFFAOYSA-L,
Magnesium chloride,MgCl2,RTECS,OM2975000,
Magnesium chloride,MgCl2,Gmelin,9305,
Magnesium chloride,MgCl2,MolarMass,95.211,g/mol (anhydrous)203.31 g/mol (hexahydrate)
Magnesium chloride,MgCl2,Appearance,white or colourless crystalline solid,
Magnesium chloride,MgCl2,Density,2.32,g/cm3 (anhydrous)  1.569 g/cm3 (hexahydrate)
Magnesium chloride,MgCl2,MeltingPtC,714,
Magnesium chloride,MgCl2,MeltingPt_notes,{{convert|117|C|F K}} (hexahydrate)  on rapid heating: slow heating leads to decomposition from {{convert|300|C|F K}},
Magnesium chloride,MgCl2,BoilingPtC,1412,
Magnesium chloride,MgCl2,Solubility,52.9,g/100 mL (0 °C)   54.3 g/100 mL (20&nbsp;°C)  72.6 g/100 mL (100&nbsp;°C)  ''hexahydrate''  167 g/100 mL (20&nbsp;°C)
Magnesium chloride,MgCl2,Solubility1,7.4,g/100 mL (30&nbsp;°C)
Magnesium chloride,MgCl2,Solvent1,ethanol,
Magnesium chloride,MgCl2,SolubleOther,"slightly soluble in [[acetone]], [[pyridine]]",
Magnesium chloride,MgCl2,RefractIndex,1.675,(anhydrous)  1.569 (hexahydrate)
Magnesium chloride,MgCl2,CrystalStruct,[[Cadmium chloride#Crystal structure|CdCl2]],
Magnesium chloride,MgCl2,Coordination,"(octahedral, 6-coordinate)",
Magnesium chloride,MgCl2,DeltaHf,-641.1,kJ/mol
Magnesium chloride,MgCl2,DeltaGf,-591.6,kJ/mol
Magnesium chloride,MgCl2,Entropy,89.88,J/mol K
Magnesium chloride,MgCl2,HeatCapacity,71.09,J/mol K
Magnesium chloride,MgCl2,ATCCode_prefix,A12,
Magnesium chloride,MgCl2,ATCCode_suffix,CC01,
Magnesium chloride,MgCl2,ATC_Supplemental,{{ATC|B05|XA11}},
Magnesium chloride,MgCl2,ExternalSDS,[http://www.inchem.org/documents/icsc/icsc/eics0764.htm ICSC 0764],
Magnesium chloride,MgCl2,MainHazards,Irritant,
Magnesium chloride,MgCl2,NFPA-H,1,
Magnesium chloride,MgCl2,NFPA-F,0,
Magnesium chloride,MgCl2,NFPA-R,0,
Magnesium chloride,MgCl2,RPhrases,"{{R36}}, {{R37}}, {{R38}}",
Magnesium chloride,MgCl2,SPhrases,"{{S26}}, {{S37}}, {{S39}}",
Magnesium chloride,MgCl2,FlashPt,Non-flammable,
Magnesium chloride,MgCl2,LD50,2800,"mg/kg (oral, rat)"
Magnesium chloride,MgCl2,OtherAnions,[[Magnesium fluoride]][[Magnesium bromide]][[Magnesium iodide]],
Magnesium chloride,MgCl2,OtherCations,[[Beryllium chloride]][[Calcium chloride]][[Strontium chloride]][[Barium chloride]][[Radium chloride]],
Magnesium oxide,MgO,CASNo,1309-48-4,
Magnesium oxide,MgO,CASNo_Ref,{{cascite|correct|CAS}},
Magnesium oxide,MgO,EINECS,215-171-9,
Magnesium oxide,MgO,PubChem,14792,
Magnesium oxide,MgO,ChEMBL_Ref,{{ebicite|changed|EBI}},
Magnesium oxide,MgO,ChEMBL,1200572,
Magnesium oxide,MgO,RTECS,OM3850000,
Magnesium oxide,MgO,MolarMass,40.3044,g/mol
Magnesium oxide,MgO,Appearance,White powder,
Magnesium oxide,MgO,Odor,Odorless,
Magnesium oxide,MgO,Density,3.58,g/cm3
Magnesium oxide,MgO,MeltingPtC,2852,
Magnesium oxide,MgO,BoilingPtC,3600,
Magnesium oxide,MgO,Solubility,0.00062,g/100 mL (0 °C)  0.0086 g/100 mL (30 °C)
Magnesium oxide,MgO,SolubleOther,"Soluble in [[acid]], [[ammonia]]  insoluble in [[alcohol]]",
Magnesium oxide,MgO,ThermalConductivity,45–60&nbsp;W·m−1·K−1,
Magnesium oxide,MgO,RefractIndex,1.7355,
Magnesium oxide,MgO,BandGap,7.8,eV
Magnesium oxide,MgO,Dipole,6.2,± 0.6 D
Magnesium oxide,MgO,CrystalStruct,"[[Halite]] (cubic), [[Pearson symbol|cF8]]",
Magnesium oxide,MgO,SpaceGroup,"Fm3m, No. 225",
Magnesium oxide,MgO,Coordination,Octahedral (Mg2+); octahedral (O2−),
Magnesium oxide,MgO,LattConst_a,4.212Å,
Magnesium oxide,MgO,DeltaHf,−601.8&nbsp;kJ·mol−1,
Magnesium oxide,MgO,DeltaGf,-596.6,kJ/mol
Magnesium oxide,MgO,Entropy,26.9&nbsp;J·mol−1·K−1,
Magnesium oxide,MgO,HeatCapacity,37.8,J/mol K
Magnesium oxide,MgO,ATCCode_prefix,A02,
Magnesium oxide,MgO,ATCCode_suffix,AA02,
Magnesium oxide,MgO,ATC_Supplemental,"{{ATC|A06|AD02}}, {{ATC|A12|CC10}}",
Magnesium oxide,MgO,ExternalSDS,[http://www.inchem.org/documents/icsc/icsc/eics0504.htm ICSC 0504],
Magnesium oxide,MgO,RPhrases,"{{R36}}, {{R37}}, {{R38}}",
Magnesium oxide,MgO,MainHazards,"[[Metal fume fever]], Irritant",
Magnesium oxide,MgO,NFPA-H,1,
Magnesium oxide,MgO,NFPA-F,0,
Magnesium oxide,MgO,NFPA-R,0,
Magnesium oxide,MgO,FlashPt,Non-flammable,
Magnesium oxide,MgO,PEL,15,mg/m3 (fume)
Magnesium oxide,MgO,OtherAnions,[[Magnesium sulfide]],
Magnesium oxide,MgO,OtherCations,[[Beryllium oxide]][[Calcium oxide]][[Strontium oxide]][[Barium oxide]],
Magnesium oxide,MgO,OtherCompounds,[[Magnesium hydroxide]][[Magnesium nitride]],
Magnesium perchlorate,Mg(ClO4)2,ChemSpiderID_Ref,{{chemspidercite|correct|chemspider}},
Magnesium perchlorate,Mg(ClO4)2,ChemSpiderID,23223,
Magnesium perchlorate,Mg(ClO4)2,InChI,"1/2ClHO4.Mg/c2*2-1(3,4)5;/h2*(H,2,3,4,5);/q;;+2/p-2",
Magnesium perchlorate,Mg(ClO4)2,InChIKey,MPCRDALPQLDDFX-NUQVWONBAH,
Magnesium perchlorate,Mg(ClO4)2,SMILES,[Mg+2].O=Cl(=O)(=O)[O-].[O-]Cl(=O)(=O)=O,
Magnesium perchlorate,Mg(ClO4)2,StdInChI_Ref,{{stdinchicite|correct|chemspider}},
Magnesium perchlorate,Mg(ClO4)2,StdInChI,"1S/2ClHO4.Mg/c2*2-1(3,4)5;/h2*(H,2,3,4,5);/q;;+2/p-2",
Magnesium perchlorate,Mg(ClO4)2,StdInChIKey_Ref,{{stdinchicite|correct|chemspider}},
Magnesium perchlorate,Mg(ClO4)2,StdInChIKey,MPCRDALPQLDDFX-UHFFFAOYSA-L,
Magnesium perchlorate,Mg(ClO4)2,CASNo,10034-81-8,
Magnesium perchlorate,Mg(ClO4)2,CASNo_Ref,{{cascite|correct|CAS}},
Magnesium perchlorate,Mg(ClO4)2,UNII_Ref,{{fdacite|correct|FDA}},
Magnesium perchlorate,Mg(ClO4)2,UNII,7N77Z541YF,
Magnesium perchlorate,Mg(ClO4)2,PubChem,24840,
Magnesium perchlorate,Mg(ClO4)2,RTECS,SC8925000,
Magnesium perchlorate,Mg(ClO4)2,Appearance,"white powder,  [[deliquescent]]",
Magnesium perchlorate,Mg(ClO4)2,Odor,odorless,
Magnesium perchlorate,Mg(ClO4)2,MolarMass,223.206,g/mol
Magnesium perchlorate,Mg(ClO4)2,Density,2.21,g/cm3 (anhydrous)  1.98 g/cm3 (hexahydrate)
Magnesium perchlorate,Mg(ClO4)2,Solubility,99.3,g/100 mL
Magnesium perchlorate,Mg(ClO4)2,Solubility1,23.96,g/100 mL
Magnesium perchlorate,Mg(ClO4)2,Solvent1,ethanol,
Magnesium perchlorate,Mg(ClO4)2,MeltingPtC,251,
Magnesium perchlorate,Mg(ClO4)2,MeltingPt_notes,-100,°C (hexahydrate)
Magnesium perchlorate,Mg(ClO4)2,BoilingPt,decomposition,
Magnesium perchlorate,Mg(ClO4)2,ExternalSDS,[http://hazard.com/msds/mf/baker/baker/files/a6648.htm External MSDS],
Magnesium perchlorate,Mg(ClO4)2,RPhrases,"{{R8}}, {{R36}}, {{R37}}, {{R38}}",
Magnesium perchlorate,Mg(ClO4)2,SPhrases,"{{S17}}, {{S26}}, {{S27}}, {{S36}}, {{S37}}, {{S39}}",
Magnesium perchlorate,Mg(ClO4)2,NFPA-H,1,
Magnesium perchlorate,Mg(ClO4)2,NFPA-F,0,
Magnesium perchlorate,Mg(ClO4)2,NFPA-R,0,
Magnesium perchlorate,Mg(ClO4)2,NFPA-S,OX,
Magnesium perchlorate,Mg(ClO4)2,OtherCations,[[Calcium perchlorate]][[Barium perchlorate]],
Magnesium sulfate,MgSO4,UNII_Ref,{{fdacite|correct|FDA}},
Magnesium sulfate,MgSO4,UNII,ML30MJ2U7I,
Magnesium sulfate,MgSO4,ChEMBL_Ref,{{ebicite|changed|EBI}},
Magnesium sulfate,MgSO4,ChEMBL,1200456,
Magnesium sulfate,MgSO4,InChI,"1/Mg.H2O4S/c;1-5(2,3)4/h;(H2,1,2,3,4)/q+2;/p-2",
Magnesium sulfate,MgSO4,InChIKey,CSNNHWWHGAXBCP-NUQVWONBAQ,
Magnesium sulfate,MgSO4,DrugBank_Ref,{{drugbankcite|correct|drugbank}},
Magnesium sulfate,MgSO4,DrugBank,DB00653,
Magnesium sulfate,MgSO4,ChEBI_Ref,{{ebicite|correct|EBI}},
Magnesium sulfate,MgSO4,ChEBI,32599,
Magnesium sulfate,MgSO4,SMILES,[Mg+2].[O-]S([O-])(=O)=O,
Magnesium sulfate,MgSO4,StdInChI_Ref,{{stdinchicite|correct|chemspider}},
Magnesium sulfate,MgSO4,StdInChI,"1S/Mg.H2O4S/c;1-5(2,3)4/h;(H2,1,2,3,4)/q+2;/p-2",
Magnesium sulfate,MgSO4,StdInChIKey_Ref,{{stdinchicite|correct|chemspider}},
Magnesium sulfate,MgSO4,StdInChIKey,CSNNHWWHGAXBCP-UHFFFAOYSA-L,
Magnesium sulfate,MgSO4,CASNo,7487-88-9,
Magnesium sulfate,MgSO4,CASNo_Ref,{{cascite|correct|CAS}},
Magnesium sulfate,MgSO4,CASNo1_Ref,{{cascite|correct|??}},
Magnesium sulfate,MgSO4,CASNo1,14168-73-1,
Magnesium sulfate,MgSO4,CASNo1_Comment,(monohydrate),
Magnesium sulfate,MgSO4,CASNo2_Ref,{{cascite|correct|??}},
Magnesium sulfate,MgSO4,CASNo2,24378-31-2,
Magnesium sulfate,MgSO4,CASNo2_Comment,(tetrahydrate),
Magnesium sulfate,MgSO4,CASNo3_Ref,{{cascite|correct|??}},
Magnesium sulfate,MgSO4,CASNo3,15553-21-6,
Magnesium sulfate,MgSO4,CASNo3_Comment,(pentahydrate),
Magnesium sulfate,MgSO4,CASNo4_Ref,{{cascite|correct|??}},
Magnesium sulfate,MgSO4,CASNo4,13778-97-7,
Magnesium sulfate,MgSO4,CASNo4_Comment,(hexahydrate),
Magnesium sulfate,MgSO4,CASNo5_Ref,{{cascite|correct|??}},
Magnesium sulfate,MgSO4,CASNo5,10034-99-8,
Magnesium sulfate,MgSO4,CASNo5_Comment,(heptahydrate),
Magnesium sulfate,MgSO4,ChemSpiderID_Ref,{{chemspidercite|correct|chemspider}},
Magnesium sulfate,MgSO4,ChemSpiderID,22515,
Magnesium sulfate,MgSO4,PubChem,24083,
Magnesium sulfate,MgSO4,RTECS,OM4500000,
Magnesium sulfate,MgSO4,Appearance,white crystalline solid,
Magnesium sulfate,MgSO4,Odor,odorless,
Magnesium sulfate,MgSO4,Density,2.66,g/cm3 (anhydrous)  2.445 g/cm3 (monohydrate)  1.68 g/cm3 (heptahydrate) 1.512 g/cm3 (11-hydrate)
Magnesium sulfate,MgSO4,MolarMass,120.366,g/mol (anhydrous)138.38 g/mol (monohydrate)174.41 g/mol (trihydrate)210.44 g/mol (pentahydrate)228.46 g/mol (hexahydrate)246.47 g/mol (heptahydrate)
Magnesium sulfate,MgSO4,Solubility,26.9,g/100 mL (0 °C)  35.1 g/100 mL (20 °C)  50.2 g/100 mL (100 °C)  ''heptahydrate''  71 g/100 mL (20 °C)
Magnesium sulfate,MgSO4,SolubleOther,1.16,"g/100 mL (18°C, [[ether]])  slightly soluble in [[alcohol]], [[glycerol]]  insoluble in [[acetone]]"
Magnesium sulfate,MgSO4,MeltingPt,"anhydrous decomposes at&nbsp;1,124°Cmonohydrate decomposes at&nbsp;200°Cheptahydrate decomposes at&nbsp;150°Cundecahydrate decomposes at&nbsp;2°C",
Magnesium sulfate,MgSO4,RefractIndex,1.523,(monohydrate)  1.433 (heptahydrate)
Magnesium sulfate,MgSO4,CrystalStruct,[[monoclinic]] (hydrate),
Magnesium sulfate,MgSO4,ATCCode_prefix,A06,
Magnesium sulfate,MgSO4,ATCCode_suffix,AD04,
Magnesium sulfate,MgSO4,ATC_Supplemental,{{ATC|A12|CC02}} {{ATC|B05|XA05}} {{ATC|D11|AX05}} {{ATC|V04|CC02}},
Magnesium sulfate,MgSO4,ExternalSDS,[http://hazard.com/msds/mf/baker/baker/files/m0234.htm External MSDS],
Magnesium sulfate,MgSO4,NFPA-H,1,
Magnesium sulfate,MgSO4,NFPA-F,0,
Magnesium sulfate,MgSO4,NFPA-R,0,
Magnesium sulfate,MgSO4,OtherCations,[[Beryllium sulfate]][[Calcium sulfate]][[Strontium sulfate]][[Barium sulfate]],
Manganese(II) chloride,MnCl2,ChemSpiderID_Ref,{{chemspidercite|correct|chemspider}},
Manganese(II) chloride,MnCl2,ChemSpiderID,22888,
Manganese(II) chloride,MnCl2,ChEMBL_Ref,{{ebicite|changed|EBI}},
Manganese(II) chloride,MnCl2,ChEMBL,1200693,
Manganese(II) chloride,MnCl2,UNII_Ref,{{fdacite|correct|FDA}},
Manganese(II) chloride,MnCl2,UNII,6YB4901Y90,
Manganese(II) chloride,MnCl2,InChIKey,GLFNIEUTAYBVOC-NUQVWONBAP,
Manganese(II) chloride,MnCl2,InChI,1S/2ClH.Mn/h2*1H;/q;;+2/p-2,
Manganese(II) chloride,MnCl2,SMILES,Cl[Mn]Cl,
Manganese(II) chloride,MnCl2,StdInChI_Ref,{{stdinchicite|correct|chemspider}},
Manganese(II) chloride,MnCl2,StdInChI,1S/2ClH.Mn/h2*1H;/q;;+2/p-2,
Manganese(II) chloride,MnCl2,StdInChIKey_Ref,{{stdinchicite|correct|chemspider}},
Manganese(II) chloride,MnCl2,StdInChIKey,GLFNIEUTAYBVOC-UHFFFAOYSA-L,
Manganese(II) chloride,MnCl2,InChIKey1,GLFNIEUTAYBVOC-UHFFFAOYSA-L,
Manganese(II) chloride,MnCl2,CASNo,7773-01-5,
Manganese(II) chloride,MnCl2,CASNo_Ref,{{cascite|correct|CAS}},
Manganese(II) chloride,MnCl2,CASNo1_Ref,{{cascite|correct|??}},
Manganese(II) chloride,MnCl2,CASNo1,38639-72-4,
Manganese(II) chloride,MnCl2,CASNo1_Comment,(dihydrate),
Manganese(II) chloride,MnCl2,CASNo2_Ref,{{cascite|correct|??}},
Manganese(II) chloride,MnCl2,CASNo2,13446-34-9,
Manganese(II) chloride,MnCl2,CASNo2_Comment,(tetrahydrate),
Manganese(II) chloride,MnCl2,PubChem,24480,
Manganese(II) chloride,MnCl2,RTECS,OO9625000,
Manganese(II) chloride,MnCl2,MolarMass,125.844,g/mol (anhydrous)161.874 g/mol (dihydrate)197.91 g/mol (tetrahydrate)
Manganese(II) chloride,MnCl2,Appearance,pink solid (tetrahydrate),
Manganese(II) chloride,MnCl2,Density,2.977,g/cm3 (anhydrous)  2.27 g/cm3 (dihydrate)  2.01 g/cm3 (tetrahydrate)
Manganese(II) chloride,MnCl2,MeltingPtC,654,
Manganese(II) chloride,MnCl2,MeltingPt_notes,(anhydrous)  dihydrate [[Dehydration reaction|dehydrates]] at 135&nbsp;°C   tetrahydrate dehydrates at 58&nbsp;°C,
Manganese(II) chloride,MnCl2,BoilingPtC,1225,
Manganese(II) chloride,MnCl2,Solubility,63.4,g/100 ml (0&nbsp;°C)  73.9 g/100 ml (20&nbsp;°C)  88.5 g/100 ml (40&nbsp;°C)  123.8 g/100 ml (100&nbsp;°C)
Manganese(II) chloride,MnCl2,SolubleOther,"soluble in [[pyridine]], [[ethanol]]  insoluble in [[ether]]",
Manganese(II) chloride,MnCl2,CrystalStruct,[[Cadmium chloride#Crystal structure|CdCl2]],
Manganese(II) chloride,MnCl2,Coordination,[[Octahedron|octahedral]],
Manganese(II) chloride,MnCl2,NFPA-H,1,
Manganese(II) chloride,MnCl2,NFPA-F,0,
Manganese(II) chloride,MnCl2,NFPA-R,0,
Manganese(II) chloride,MnCl2,FlashPt,Non-flammable,
Manganese(II) chloride,MnCl2,LD50,-275,"mg/kg (rat, oral){{cn|date=July 2015}}1715 mg/kg (mouse, oral)"
Manganese(II) chloride,MnCl2,OtherAnions,[[Manganese(II) fluoride]][[Manganese(II) bromide]][[Manganese(II) iodide]],
Manganese(II) chloride,MnCl2,OtherCations,[[Manganese(III) chloride]][[Technetium(IV) chloride]][[Rhenium(III) chloride]][[Rhenium(IV) chloride]][[Rhenium(V) chloride]][[Rhenium(VI) chloride]],
Manganese(II) chloride,MnCl2,OtherCompounds,[[Chromium(II) chloride]][[Iron(II) chloride]],
Manganese(IV) fluoride,MnF4,CASNo,15195-58-1,
Manganese(IV) fluoride,MnF4,ChemSpiderID,14941034,
Manganese(IV) fluoride,MnF4,InChI,1/4FH.Mn/h4*1H;/q;;;;+4/p-4,
Manganese(IV) fluoride,MnF4,StdInChI,1S/4FH.Mn/,
Manganese(IV) fluoride,MnF4,InChIKey,KWKYNMDHPVYLQQ-XBHQNQODAK,
Manganese(IV) fluoride,MnF4,StdInChIKey,KWKYNMDHPVYLQQ-UHFFFAOYSA-J,
Manganese(IV) fluoride,MnF4,MolarMass,130.93,g mol−1
Manganese(IV) fluoride,MnF4,Appearance,blue solid,
Manganese(IV) fluoride,MnF4,Density,3.61,g cm (calc.)
